TIPO_PROC,MUNIC_RES,MUNICIPIO,TOTAL_INTERNACOES,INTERNACOES_PARA_SOBRECARREGADO,PERC_PARA_SOBRECARREGADO,QTD_HOSPITAIS_DESTINO,CNES_CANDIDATO,HOSPITAL_CANDIDATO,PORTE_CANDIDATO,LAT_HOSPITAL_CANDIDATO,LON_HOSPITAL_CANDIDATO,DISTANCIA_KM
Intercorrencia,230495,"GUAIUBA, CE",5,5,1.0,2,2724308,HOSPITAL E MATERNIDADE ESTER CAVALCANTE ASSUNCAO,Pequeno,-3.972865399999999,-38.5211706,14.664169605888826
Intercorrencia,231030,"PARAMBU, CE",5,5,1.0,1,2561026,HOSP MUNIC DR CICERO F FILHO,Medio,-6.2153313768892735,-40.70275894678217,0.7123190793658677
Intercorrencia,231030,"PARAMBU, CE",5,5,1.0,1,2480050,MATERNIDADE QUITERIA DE LIMA,Pequeno,-5.844385614267259,-40.70334067753314,41.054772682002415
Intercorrencia,231030,"PARAMBU, CE",5,5,1.0,1,2328038,HOSPITAL MUNICIPAL DE ARNEIROZ,Pequeno,-6.317314357252552,-40.16482268844805,59.89675539730771
Intercorrencia,231270,"SENADOR POMPEU, CE",13,4,0.3076923076923077,3,2611481,MATERNIDADE E HOSPITAL SANTA ISABEL,Medio,-5.593502099999999,-39.37673119999999,0.7808130963331712
Intercorrencia,231270,"SENADOR POMPEU, CE",13,4,0.3076923076923077,3,2328100,HOSPITAL MUNICIPAL JOAO LEOPOLDO PINHEIRO LANDIM,Pequeno,-5.6775925,-39.1909504,22.517920141233326
Intercorrencia,231270,"SENADOR POMPEU, CE",13,4,0.3076923076923077,3,2561409,HOSPITAL MUNICIPAL PEQUENO PORTE LUIZ ROBERTO PESSOA AIRES,Pequeno,-5.801388408397838,-39.41529272867741,24.24203412860577
Intercorrencia,231150,"QUIXERE, CE",8,4,0.5,3,2526662,HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA,Pequeno,-5.074420477760048,-37.98889649191031,0.18862658736565296
Intercorrencia,231150,"QUIXERE, CE",8,4,0.5,3,9672427,HOSPITAL REGIONAL VALE DO JAGUARIBE,Medio,-5.119815697481895,-38.148281510879,18.347056134314318
Intercorrencia,231150,"QUIXERE, CE",8,4,0.5,3,2527693,CASA DE SAUDE MATERNIDADE CELESTINA COLARES,Medio,-5.250982695891236,-38.13391455864896,25.460811397646847
Intercorrencia,230700,"JAGUARUANA, CE",5,4,0.8,3,2560976,HOSPITAL MATERNIDADE NOSSA SENHORA DA EXPECTACAO,Pequeno,-4.839481789883542,-37.78442368313681,0.24984874757455589
Intercorrencia,230700,"JAGUARUANA, CE",5,4,0.8,3,2372673,UNID MISTA JOSEFA MA CONCEICAO,Pequeno,-4.678100297354964,-37.82100685077229,18.256752394039932
Intercorrencia,230700,"JAGUARUANA, CE",5,4,0.8,3,2372967,HOSPITAL MUNICIPAL DR EDUARDO DIAS,Medio,-4.562981574595703,-37.76377353711932,30.635444635796514
Intercorrencia,231025,"PARAIPABA, CE",4,4,1.0,1,2561891,HOSP OTACILIO BARBOSA DOS SANTOS,Pequeno,-3.4357096169395014,-39.14854113639552,0.21953917891500263
Intercorrencia,231025,"PARAIPABA, CE",4,4,1.0,1,2562391,SANTA CASA DE PARACURU,Pequeno,-3.413251764447116,-39.03803798739601,12.528825076772378
